血統登録番号, 馬名,性別,年齢,状態,厩舎,種牡馬,母名,母父名,毛色,収得賞金,本賞金,着度数,馬主,生産者
2012102301,ロードシャリオ,牡,2,不在,(美)高柳瑞樹,キンシャサノキセキ,レディカーニバル,"Giant's Causeway",鹿毛,0,70, 0- 0- 0- 3,ロードホースクラブ,ケイアイファーム
2012102306,ロードチャレンジ,牡,2,在厩,(栗)千田輝彦,ケイムホーム,レディナデシコ,ワイルドラッシュ,栃栗,0,0, 0- 0- 0- 2,ロードホースクラブ,ケイアイファーム
2012102320,ジョーハリス,牡,2,在厩,(栗)清水久詞,ロージズインメイ,ウエストエスケープ,"Gone West",鹿毛,0,70, 0- 0- 0- 3,上田けい子,斉藤スタッド
2012102323,クラッチパット,牡,2,不在,(美)田中清隆,アドマイヤマックス,ブライアンズキッス,ブライアンズタイム,青鹿,0,110, 0- 0- 0- 3,嶋田賢,斉藤スタッド
2012102333,ウインディバイン,牡,2,在厩,(美)武市康男,バゴ,リサイトアチャーム,アグネスタキオン,黒鹿,0,0, 0- 0- 0- 1,ウイン,佐藤陽一
2012102334,トミケンルーシッド,牡,2,在厩,(美)松永康利,ジャングルポケット,ローズシティ,フレンチデピュティ,栗毛,0,0, 0- 0- 0- 0,冨樫賢二,佐藤陽一
2012102358,ノブワイルド,牡,2,在厩,(美)畠山吉宏,ヴァーミリアン,コウエイベスト,アンバーシヤダイ,鹿毛,400,500, 1- 0- 0- 2,前田亘輝,城地清満
2012102360,ワンダーウインディ,牡,2,在厩,(栗)佐藤正雄,ワンダースピード,ジョプリンガール,"Silver Hawk",黒鹿,0,0, 0- 0- 0- 0,山本能成,城地清満
2012102380,プレーケストーレン,牡,2,在厩,(美)奥村武,サクラプレジデント,パレスルビー,リンドシェーバー,黒鹿,0,275, 0- 1- 0- 4,スリースターズレーシング,タツヤファーム
2012102400,シゲルケンカマツリ,牡,2,在厩,(美)武市康男,ファスリエフ,トゥルーアイズ,スペシャルウィーク,鹿毛,0,0, 0- 0- 0- 2,森中蕃,土田農場
2012102416,ロドリゴユッキ,牡,2,不在,(美)高市圭二,タイキシャトル,ミューズダンス,ダンスインザダーク,鹿毛,0,0, 0- 0- 0- 0,チームユッキレーシング,筒井征文
2012102456,リッカクロフネ,牡,2,在厩,(栗)武田博,クロフネ,リッカビクトリー,ジョリーズヘイロー,芦毛,0,0, 0- 0- 0- 3,立花幸雄,原口牧場
2012102480,ステツクテンテン,牡,2,抹消,(美)奥村武,ローエングリン,カーラヤ,Darshaan,栗毛,0,0, 0- 0- 0- 2,スリースターズレーシング,堀川洋之
2012102488,ミキノブシドウ,牡,2,在厩,(美)南田美知,サムライハート,ウィッティシズム,Barathea,鹿毛,0,0, 0- 0- 0- 1,谷口久和,本桐牧場
2012102517,カシノマッハ,牡,2,在厩,(栗)梅内忍,マーベラスサンデー,マヤノロゼッタ,マヤノトップガン,栗毛,0,200, 0- 1- 0- 9,柏木務,前川隆則
2012102522,ラガーユーメジャー,牡,2,不在,(栗)池添兼雄,ダイワメジャー,ナヴィガトリア,クロフネ,栗毛,0,0, 0- 0- 0- 1,奥村啓二,前川正美
2012102559,マーブルバトル,牡,2,不在,(栗)池添兼雄,バトルプラン,マーブルダンサー,ダンスインザダーク,黒鹿,0,0, 0- 0- 0- 0,下村直,三石川上牧場
2012102561,シゲルオハシリサン,牡,2,在厩,(栗)飯田祐史,ストーミングホーム,モリトアヤメ,Kheleyf,鹿毛,0,0, 0- 0- 0- 4,森中蕃,三石川上牧場
2012102595,ナニスンネン,牡,2,不在,(美)尾形充弘,クロフネ,スギノフォルモーザ,サンデーサイレンス,栗毛,0,0, 0- 0- 0- 3,杉山忠国,明治牧場
2012102611,グッドウィーク,牡,2,在厩,(栗)加藤敬二,スペシャルウィーク,ヤサラム,"Grand Slam",青鹿,0,0, 0- 0- 0- 0,山本茂,元道牧場
2012102633,コスモムルジム,牡,2,在厩,(美)粕谷昌央,ロージズインメイ,エイシンルンルン,マヤノトップガン,青鹿,0,0, 0- 0- 0- 1,ビッグレッドファーム,山野牧場
2012102636,マイネルスウェルテ,牡,2,不在,(美)松山将樹,シルバーチャーム,サマーファインデイ,アグネスデジタル,鹿毛,0,0, 0- 0- 0- 2,サラブレッドクラブ・ラフィアン,山野牧場
2012102647,コスモブレイクスル,牡,2,在厩,(美)菊川正達,タイムパラドックス,キタサンアジタート,マーベラスサンデー,鹿毛,0,0, 0- 0- 0- 0,ビッグレッドファーム,米田牧場
2012102690,パレスヘイロー,牡,2,在厩,(栗)加藤敬二,キングヘイロー,ベルベットイーグル,フォーティナイナー,黒鹿,0,0, 0- 0- 0- 6,西村豊,石川牧場
2012102691,ハイコマンド,牡,2,不在,(栗)加藤敬二,フォーティナイナーズサン,マヤノクレナイ,マヤノトップガン,鹿毛,0,0, 0- 0- 0- 0,服部新平,石川牧場
2012102736,ウサギノカケアシ,牡,2,在厩,(美)星野忍,アサクサデンエン,ベガフライト,クロフネ,芦毛,0,0, 0- 0- 0- 0,桐谷茂,大滝康晴
2012102739,ウインドファースト,牡,2,不在,(栗)橋口弘次,スタチューオブリバティ,ローズアイネス,アイネスフウジン,黒鹿,0,0, 0- 0- 0- 3,福原正博,岡田猛
2012102753,ブレーヴブラッド,牡,2,不在,(栗)佐藤正雄,メイショウボーラー,スキャニングジョイ,スキャン,鹿毛,0,0, 0- 0- 0- 0,村上憲政,岡田牧場
2012102758,タマモアタック,牡,2,在厩,(栗)佐藤正雄,アルデバラン2,チャームウィーク,スペシャルウィーク,鹿毛,0,0, 0- 0- 0- 0,タマモ,岡田牧場
2012102762,テンスペシャル,牡,2,不在,(栗)作田誠二,プリサイスエンド,ナンヨーアース,スペシャルウィーク,黒鹿,0,0, 0- 0- 0- 0,芹澤精一,岡田牧場
2012102771,ムーンレンジャー,牡,2,在厩,(美)本間忍,ゴールドアリュール,マスターマイン,"Belong to Me",黒鹿,0,0, 0- 0- 0- 0,大川隆史,岡田牧場
2012102774,ヤマカツエース,牡,2,不在,(栗)池添兼雄,キングカメハメハ,ヤマカツマリリン,グラスワンダー,栗毛,400,1100, 1- 1- 0- 2,山田和夫,岡田牧場
2012102785,フォルサ,牡,2,在厩,(美)堀井雅広,ブラックタイド,スイートリヴァー,パラダイスクリーク,黒鹿,0,70, 0- 0- 0- 1,桐谷茂,落合一巳
2012102789,コスモカンプ,牡,2,在厩,(美)奥平雅士,ショウナンカンプ,マターラミツル,メジロマックイーン,鹿毛,0,635, 0- 1- 2- 2,岡田繁幸,鹿嶋牧場
2012102808,イキオイ,牡,2,在厩,(美)杉浦宏昭,マツリダゴッホ,ユメノラッキー,"Salt Lake",鹿毛,0,450, 0- 1- 1- 4,西村憲人,カタオカフアーム
2012102843,ハヤブサゲッツ,牡,2,不在,(美)伊藤圭三,アドマイヤムーン,イチゴイチエ,マンハッタンカフェ,黒鹿,0,0, 0- 0- 0- 0,武田修,グランド牧場
2012102845,ラブミークン,牡,2,在厩,(栗)田所秀孝,サウスヴィグラス,オボロヅキ,カリズマティック,栗毛,400,1198, 1- 0- 1- 4,小林祥晃,グランド牧場
2012102864,ツオイガナ,牡,2,在厩,(栗)庄野靖志,サウスヴィグラス,ダンスカーニバル,アフリート,栗毛,0,480, 0- 2- 0- 0,三宅勝俊,グランド牧場
2012102930,コスモシュアー,牡,2,在厩,(美)高木登,スウェプトオーヴァーボード,コハルタイム,キャプテンスティーヴ,芦毛,400,680, 1- 0- 1- 3,鈴木芳夫,坂本春雄
2012102981,ワイルドダンサー,牡,2,在厩,(美)久保田貴,ワイルドワンダー,スイートフラッグ,Kingmambo,鹿毛,0,0, 0- 0- 0- 0,草間庸文,静内フジカワ牧場
2012102985,トーホウスペンサー,牡,2,在厩,(美)田中清隆,ジャングルポケット,トーホウアモーレ,アグネスタキオン,黒鹿,0,110, 0- 0- 0- 1,東豊物産,静内フジカワ牧場
2012103009,タマモヴィオーラ,牡,2,在厩,(美)水野貴広,サウスヴィグラス,タマモメロディ,ブライアンズタイム,鹿毛,0,0, 0- 0- 0- 0,タマモ,曾我博
2012103087,コスモタタン,牡,2,不在,(美)和田雄二,ショウナンカンプ,アップルトウショウ,アンバーシヤダイ,鹿毛,0,0, 0- 0- 0- 3,ビッグレッドファーム,棚川光男
2012103088,カスクストレングス,牡,2,在厩,(美)田中清隆,エイシンサンディ,イシノショウジ,サクラユタカオー,黒鹿,0,360, 0- 1- 0- 3,芹澤精一,棚川光男
2012103115,マイネルポルトゥス,牡,2,不在,(美)伊藤伸一,ロージズインメイ,コスモボヤージュ,ピルサドスキー,鹿毛,400,930, 1- 1- 0- 2,サラブレッドクラブ・ラフィアン,谷藤弘美
2012103198,サトノピスケス,牡,2,不在,(美)萩原清,クロフネ,ピサノバーキン,サンデーサイレンス,栗毛,0,0, 0- 0- 0- 1,里見治,千代田牧場
2012103217,マルス,牡,2,不在,(美)和田正道,マンハッタンカフェ,ムーンシンフォニー,アグネスデジタル,黒鹿,0,180, 0- 0- 1- 1,古賀和夫,千代田牧場
2012103289,トップモーリー,牡,2,不在,(栗)森田直行,ゼンノロブロイ,プレイガール,Caerleon,鹿毛,0,110, 0- 0- 0- 1,林正道,飛野牧場
2012103304,ペイシャアロハ,牡,2,抹消,(美)高橋義博,サクラバクシンオー,ミスズアロハ,コマンダーインチーフ,鹿毛,0,75, 0- 0- 0- 4,北所直人,友田牧場
2012103308,オシキャット,牡,2,不在,(美)堀井雅広,スクリーンヒーロー,イシブミ,トニービン,黒鹿,0,0, 0- 0- 0- 1,桐谷茂,鳥谷勝彦
2012103310,ルミノーソ,牡,2,在厩,(美)高木登,フサイチホウオー,ミセストウショウ,トウシヨウボーイ,鹿毛,0,0, 0- 0- 0- 5,桐谷茂,鳥谷勝彦
2012103315,エルヴィルダ,牡,2,抹消,(美)二本柳俊,カリズマティック,マストゥドウ,チーフベアハート,栗毛,0,0, 0- 0- 0- 5,上田忠男,中田浩美
2012103326,キモンダッシュ,牡,2,不在,(栗)沖芳夫,コパノフウジン,コパノチカチャン,ワイルドラッシュ,鹿毛,400,810, 1- 0- 2- 1,小林祥晃,西村和夫
2012103341,バトルクライス,牡,2,不在,(栗)吉村圭司,クロフネ,バトルマドカ,スペシャルウィーク,鹿毛,0,0, 0- 0- 0- 0,宮川秋信,西村和夫
2012103359,タマモスマッシュ,牡,2,不在,(栗)木原一良,ブライアンズタイム,チャームナデシコ,ワイルドラッシュ,鹿毛,0,0, 0- 0- 0- 2,タマモ,野坂牧場
2012103382,マイネルジャスト,牡,2,在厩,(栗)吉田直弘,Tapit,ブリーボーンズ,Hesabull,栗毛,0,0, 0- 0- 0- 2,サラブレッドクラブ・ラフィアン,畠山牧場
2012103404,コパノハミルトン,牡,2,不在,(美)上原博之,ブラックタイド,マークリマニッシュ,アンバーシヤダイ,黒鹿,0,0, 0- 0- 0- 2,小林祥晃,服部牧場
2012103486,アクティブミノル,牡,2,在厩,(栗)北出成人,スタチューオブリバティ,ピエナアマゾン,アグネスタキオン,黒鹿,1900,3700, 2- 0- 0- 1,吉岡實,フジワラフアーム
2012103496,ヤマカツライデン,牡,2,在厩,(栗)池添兼雄,シンボリクリスエス,ヤマカツオーキッド,ダンスインザダーク,黒鹿,0,770, 0- 2- 2- 3,山田博康,フジワラフアーム
2012103542,タマモエトワール,牡,2,在厩,(栗)南井克巳,マーベラスサンデー,チャームスター,タマモクロス,芦毛,0,0, 0- 0- 0- 1,タマモ,前田牧場
2012103557,ゴールドエッグ,牡,2,在厩,(美)宗像義忠,マイネルラヴ,コシズエッグ,ポリッシュネイビー,鹿毛,0,275, 0- 1- 0- 4,鈴木芳夫,松田牧場
2012103562,クインズドラド,牡,2,在厩,(美)尾形充弘,バゴ,ポストパレード,"A.P. Indy",鹿毛,0,0, 0- 0- 0- 0,クイーンズ・ランチ,松田牧場
2012103591,マイネルヴォーダン,牡,2,不在,(美)伊藤圭三,カネヒキリ,リンガスマドンナ,トウシヨウボーイ,栗毛,0,110, 0- 0- 0- 2,サラブレッドクラブ・ラフィアン,三木田牧場
2012103627,ワインシャワー,牡,2,不在,(美)田村康仁,ヨハネスブルグ,クイックメール,タイキシャトル,黒鹿,0,50, 0- 0- 0- 2,高木競走馬育成牧場,岡田スタツド
2012103703,カズノテナンゴ,牡,2,在厩,(美)尾形充弘,チチカステナンゴ,シフォンベール,"El Prado",栗毛,0,490, 0- 1- 1- 4,鈴木可一,矢野牧場
2012103736,マゼンタ,牡,2,在厩,(美)伊藤大士,ヴァーミリアン,ミッションヒルズ,アグネスデジタル,鹿毛,0,110, 0- 0- 0- 2,増田和啓,チャンピオンズファーム
2012103746,シーキングザライト,牡,2,不在,(美)上原博之,マイネルラヴ,ニシノブルーライト,Caerleon,鹿毛,0,70, 0- 0- 0- 3,鈴木芳夫,小野瀬晃司
2012103817,ヤマイチキセキ,牡,2,在厩,(栗)山内研二,カネヒキリ,ヤマイチシキブ,ブライアンズタイム,鹿毛,0,0, 0- 0- 0- 0,坂本肇,笹川大晃牧場
2012103853,パレススペシャル,牡,2,抹消,(美)大江原哲,ファルブラヴ,ヒカルマイヒメ,アグネスタキオン,黒鹿,0,0, 0- 0- 0- 2,西村豊,習志野牧場
2012103856,エイダイサンデー,牡,2,在厩,(栗)田中章博,ディープスカイ,エイダイクイン,メジロマックイーン,芦毛,0,0, 0- 0- 0- 0,東振牧場,東振牧場
2012103871,ナイスポジション,牡,2,在厩,(美)谷原義明,ショウナンカンプ,エレガンス,ロドリゴデトリアーノ,鹿毛,0,0, 0- 0- 0- 0,平岡茂樹,平岡牧場
2012103921,ハヤブサライデン,牡,2,在厩,(美)菊川正達,キングヘイロー,プリティーメアー,ホリスキー,鹿毛,0,0, 0- 0- 0- 0,吉田牧場,吉田牧場
2012103940,ノーブルクリスタル,牡,2,在厩,(美)水野貴広,キンシャサノキセキ,メジロジョーンズ,メジロライアン,鹿毛,0,0, 0- 0- 0- 1,吉木伸彦,レイクヴィラファーム
2012103957,フォースター,牡,2,在厩,(栗)日吉正和,マルカシェンク,ニシノマンゲキョウ,タイキシャトル,栗毛,0,145, 0- 0- 0- 5,中西功,大川牧場
2012103966,ヴェスペルティリオ,牡,2,在厩,(栗)千田輝彦,ネオユニヴァース,アドマイヤレッド,Stravinsky,鹿毛,0,70, 0- 0- 0- 2,G1レーシング,社台コーポレーション白老ファーム
2012103971,アプシュルトス,牡,2,不在,(栗)笹田和秀,ハーツクライ,ウィッチフルシンキング,"Lord Avie",鹿毛,0,0, 0- 0- 0- 0,G1レーシング,追分ファーム
2012103983,ウィレイア,牡,2,不在,(美)武藤善則,シンボリクリスエス,オーゾラヲマウトキ,ゴールドアリュール,黒鹿,0,0, 0- 0- 0- 0,サンデーレーシング,追分ファーム
2012103994,ジューンブラジリエ,牡,2,在厩,(栗)今野貞一,キンシャサノキセキ,サザンフェアリー,"Southern Halo",鹿毛,0,0, 0- 0- 0- 0,吉川潤,追分ファーム
2012103997,イーデンホール,牡,2,在厩,(美)大久保洋,ゴールドアリュール,シーリーコート,"Distorted Humor",栗毛,400,885, 1- 1- 0- 2,G1レーシング,追分ファーム
2012104001,リベレーター,牡,2,不在,(栗)高橋亮,ハービンジャー,スタンドオンエンド,"End Sweep",鹿毛,0,0, 0- 0- 0- 0,サンデーレーシング,追分ファーム
2012104002,ストリークライト,牡,2,不在,(栗)大久保龍,ネオユニヴァース,スターパレード,"Parade Marshal",黒鹿,0,0, 0- 0- 0- 1,吉田正志,追分ファーム
2012104008,タンタアレグリア,牡,2,在厩,(美)国枝栄,ゼンノロブロイ,タンタスエルテ,Stuka,栗毛,0,480, 0- 2- 0- 0,G1レーシング,社台コーポレーション白老ファーム
2012104017,ティマイオス,牡,2,在厩,(美)鹿戸雄一,ゼンノロブロイ,ニライカナイ,Montjeu,青鹿,0,0, 0- 0- 0- 0,社台レースホース,追分ファーム
2012104033,インターセプター,牡,2,不在,(栗)須貝尚介,ダイワメジャー,マンティスハント,"Deputy Minister",黒鹿,0,0, 0- 0- 0- 0,社台レースホース,追分ファーム
2012104040,ホーリーランド,牡,2,在厩,(栗)松永幹夫,サクラバクシンオー,ラシルフィード,サンデーサイレンス,鹿毛,0,0, 0- 0- 0- 2,市川義美,追分ファーム
2012104046,リンガディンドン,牡,2,不在,(栗)松元茂樹,ゴールドアリュール,リングジアラーム,スウェプトオーヴァーボード,芦毛,400,680, 1- 0- 1- 0,吉田正志,追分ファーム
2012104050,レジメンタル,牡,2,在厩,(栗)浅見秀一,ハービンジャー,レジネッタ,フレンチデピュティ,栗毛,0,355, 0- 1- 0- 1,G1レーシング,追分ファーム
2012104052,トゥルーウインド,牡,2,不在,(美)田中剛,ゴールドアリュール,レールマラン,"Silver Deputy",栗毛,0,0, 0- 0- 0- 0,社台レースホース,追分ファーム
